Score,Weight_class,Age,Stance,Wins,Losses,Draws,Total_Fights,Win_Percentage
12,super bantamweight,29,right-handed,14,1,0,15,0.933333333
12,light flyweight,27,right-handed,8,8,1,17,0.5
12,welterweight,31,right-handed,11,0,1,12,0.958333333
12,lightweight,23,right-handed,12,2,0,14,0.857142857
12,welterweight,21,right-handed,4,0,0,4,1
12,welterweight,39,right-handed,4,3,2,9,0.555555556
12,super flyweight,19,right-handed,7,4,1,12,0.625
12,welterweight,39,right-handed,26,12,2,40,0.675
12,bantamweight,21,right-handed,5,1,0,6,0.833333333
12,minimumweight,29,right-handed,19,8,0,27,0.703703704
11,super lightweight,34,right-handed,18,6,2,26,0.730769231
11,super lightweight,24,right-handed,8,3,2,13,0.692307692
11,minimumweight,22,right-handed,6,8,2,16,0.4375
11,super lightweight,36,right-handed,10,3,0,13,0.769230769
11,heavyweight,29,right-handed,6,0,1,7,0.928571429
11,lightweight,24,right-handed,6,3,0,9,0.666666667
11,cruiserweight,32,right-handed,9,2,1,12,0.791666667
11,welterweight,24,right-handed,3,1,3,7,0.642857143
12,welterweight,29,right-handed,10,8,1,19,0.552631579
12,heavyweight,36,right-handed,26,6,0,32,0.8125
12,middleweight,33,right-handed,18,6,1,25,0.74
12,cruiserweight,39,right-handed,11,0,1,12,0.958333333
12,middleweight,36,right-handed,19,9,1,29,0.672413793
12,super lightweight,33,right-handed,16,3,2,21,0.80952381
12,super flyweight,24,right-handed,18,7,0,25,0.72
12,heavyweight,35,right-handed,9,2,1,12,0.791666667
12,welterweight,26,right-handed,29,30,0,59,0.491525424
12,lightweight,24,right-handed,6,4,0,10,0.6
12,featherweight,22,right-handed,7,1,0,8,0.875
12,welterweight,25,right-handed,20,8,2,30,0.7
12,featherweight,26,right-handed,6,2,0,8,0.75
12,welterweight,26,right-handed,17,16,1,34,0.514705882
12,lightweight,23,right-handed,4,0,0,4,1
12,super welterweight,20,right-handed,6,0,1,7,0.928571429
12,lightweight,33,right-handed,13,1,0,14,0.928571429
12,flyweight,23,right-handed,16,3,2,21,0.80952381
12,lightweight,23,right-handed,10,1,1,12,0.875
12,super middleweight,35,right-handed,27,3,0,30,0.9
12,cruiserweight,24,right-handed,9,2,1,12,0.791666667
12,featherweight,25,right-handed,5,0,0,5,1
12,middleweight,30,right-handed,15,4,0,19,0.789473684
12,cruiserweight,42,right-handed,32,6,0,38,0.842105263
12,super welterweight,37,right-handed,14,2,0,16,0.875
12,super welterweight,31,right-handed,26,14,0,40,0.65
12,super featherweight,22,right-handed,4,2,0,6,0.666666667
12,bantamweight,22,right-handed,9,4,1,14,0.678571429
12,super featherweight,28,right-handed,11,3,0,14,0.785714286
12,lightweight,21,right-handed,5,2,0,7,0.714285714
12,middleweight,25,right-handed,8,1,0,9,0.888888889
12,heavyweight,29,right-handed,6,0,1,7,0.928571429
12,cruiserweight,NA,right-handed,2,0,1,3,0.833333333
12,super welterweight,31,right-handed,8,2,3,13,0.730769231
12,middleweight,31,right-handed,14,2,0,16,0.875
12,heavyweight,35,right-handed,57,12,5,74,0.804054054
12,welterweight,18,right-handed,9,0,0,9,1
12,cruiserweight,46,right-handed,30,5,1,36,0.847222222
12,super welterweight,21,right-handed,5,0,0,5,1
12,super featherweight,NA,right-handed,5,5,5,15,0.5
12,flyweight,21,right-handed,7,4,2,13,0.615384615
12,welterweight,24,right-handed,7,0,0,7,1
12,cruiserweight,23,right-handed,7,0,1,8,0.9375
12,welterweight,27,right-handed,15,8,3,26,0.634615385
12,super middleweight,21,right-handed,7,0,0,7,1
12,heavyweight,38,right-handed,26,1,0,27,0.962962963
12,heavyweight,26,right-handed,5,0,0,5,1
12,super middleweight,34,right-handed,9,3,0,12,0.75
12,super middleweight,29,right-handed,4,0,0,4,1
12,super welterweight,30,right-handed,13,2,0,15,0.866666667
12,bantamweight,26,right-handed,11,3,0,14,0.785714286
12,welterweight,32,right-handed,20,7,1,28,0.732142857
12,super lightweight,25,right-handed,6,0,0,6,1
12,super middleweight,28,right-handed,7,0,0,7,1
12,super middleweight,31,right-handed,27,9,3,39,0.730769231
12,light heavyweight,29,right-handed,22,10,1,33,0.681818182
12,welterweight,29,right-handed,12,11,0,23,0.52173913
12,super welterweight,36,right-handed,27,11,0,38,0.710526316
12,super bantamweight,21,right-handed,5,3,0,8,0.625
12,super flyweight,27,right-handed,12,12,2,26,0.5
12,featherweight,25,right-handed,8,2,0,10,0.8
12,heavyweight,32,right-handed,4,0,0,4,1
12,lightweight,32,right-handed,4,0,1,5,0.9
12,middleweight,27,right-handed,8,7,1,16,0.53125
12,welterweight,25,right-handed,4,1,0,5,0.8
12,light flyweight,19,right-handed,5,0,0,5,1
12,cruiserweight,36,right-handed,22,16,0,38,0.578947368
12,welterweight,35,right-handed,31,7,1,39,0.807692308
12,super featherweight,32,right-handed,11,7,3,21,0.595238095
12,lightweight,26,right-handed,9,0,1,10,0.95
12,featherweight,32,right-handed,14,7,2,23,0.652173913
12,super middleweight,27,right-handed,10,1,0,11,0.909090909
12,super welterweight,40,right-handed,41,13,2,56,0.75
12,super flyweight,21,right-handed,5,0,1,6,0.916666667
12,super lightweight,29,right-handed,7,0,0,7,1
12,super middleweight,35,right-handed,27,13,2,42,0.666666667
12,cruiserweight,27,right-handed,3,0,0,3,1
12,light flyweight,23,right-handed,5,3,0,8,0.625
12,middleweight,33,right-handed,9,0,1,10,0.95
12,lightweight,25,right-handed,8,1,1,10,0.85
12,super welterweight,30,right-handed,31,18,3,52,0.625
12,super middleweight,28,right-handed,4,0,0,4,1
12,heavyweight,37,right-handed,7,1,2,10,0.8
12,super featherweight,26,right-handed,16,10,2,28,0.607142857
12,super welterweight,36,right-handed,25,11,1,37,0.689189189
12,super featherweight,30,right-handed,7,0,0,7,1
12,welterweight,27,right-handed,8,2,0,10,0.8
12,super flyweight,23,right-handed,12,3,2,17,0.764705882
12,lightweight,23,right-handed,6,0,0,6,1
12,super lightweight,35,right-handed,3,0,3,6,0.75
12,super middleweight,40,right-handed,45,27,5,77,0.616883117
12,light heavyweight,27,right-handed,8,0,0,8,1
12,light flyweight,NA,right-handed,8,5,0,13,0.615384615
12,lightweight,35,right-handed,28,7,3,38,0.776315789
12,super welterweight,24,right-handed,6,0,1,7,0.928571429
12,super bantamweight,27,right-handed,9,1,0,10,0.9
12,bantamweight,25,right-handed,7,2,0,9,0.777777778
12,heavyweight,27,right-handed,9,0,0,9,1
12,super flyweight,29,right-handed,32,8,0,40,0.8
12,lightweight,28,right-handed,19,6,1,26,0.75
13,super featherweight,24,right-handed,5,0,0,5,1
13,middleweight,32,right-handed,7,2,1,10,0.75
13,welterweight,30,right-handed,39,19,1,59,0.669491525
12,featherweight,27,right-handed,10,0,0,10,1
12,cruiserweight,25,right-handed,13,1,1,15,0.9
12,flyweight,36,right-handed,8,2,0,10,0.8
12,cruiserweight,35,right-handed,9,6,5,20,0.575
12,super lightweight,21,right-handed,13,4,1,18,0.75
12,light heavyweight,30,right-handed,11,1,0,12,0.916666667
12,super welterweight,18,right-handed,5,0,0,5,1
12,cruiserweight,38,right-handed,23,8,0,31,0.741935484
12,super middleweight,25,right-handed,7,1,0,8,0.875
12,cruiserweight,31,right-handed,9,2,0,11,0.818181818
12,super lightweight,33,right-handed,20,5,0,25,0.8
12,super featherweight,32,right-handed,11,2,1,14,0.821428571
12,super welterweight,24,right-handed,7,0,1,8,0.9375
12,super lightweight,23,right-handed,4,0,0,4,1
12,super lightweight,33,right-handed,6,0,0,6,1
12,cruiserweight,37,right-handed,32,3,1,36,0.902777778
12,welterweight,30,right-handed,11,9,3,23,0.543478261
12,super flyweight,26,right-handed,10,6,3,19,0.605263158
12,super bantamweight,NA,right-handed,14,4,0,18,0.777777778
12,super lightweight,32,right-handed,17,4,2,23,0.782608696
12,bantamweight,26,right-handed,9,2,0,11,0.818181818
12,lightweight,32,right-handed,11,5,1,17,0.676470588
12,light flyweight,26,right-handed,7,3,4,14,0.642857143
12,super welterweight,34,right-handed,16,6,1,23,0.717391304
12,super featherweight,25,right-handed,8,1,0,9,0.888888889
12,super bantamweight,25,right-handed,11,0,0,11,1
12,middleweight,45,right-handed,42,6,1,49,0.867346939
12,heavyweight,43,right-handed,35,12,1,48,0.739583333
12,lightweight,26,right-handed,13,5,0,18,0.722222222
12,flyweight,19,right-handed,5,1,0,6,0.833333333
12,heavyweight,37,right-handed,12,7,1,20,0.625
12,featherweight,27,right-handed,11,3,0,14,0.785714286
12,super flyweight,20,right-handed,7,0,0,7,1
12,light heavyweight,24,right-handed,10,0,0,10,1
12,heavyweight,27,right-handed,6,0,0,6,1
12,super bantamweight,29,right-handed,13,0,0,13,1
12,light flyweight,20,right-handed,7,1,1,9,0.833333333
12,middleweight,36,right-handed,14,10,1,25,0.58
12,cruiserweight,32,right-handed,16,7,0,23,0.695652174
12,super lightweight,23,right-handed,10,5,0,15,0.666666667
12,super welterweight,32,right-handed,11,3,0,14,0.785714286
12,minimumweight,19,right-handed,5,2,2,9,0.666666667
12,lightweight,38,right-handed,16,16,0,32,0.5
12,super welterweight,31,right-handed,13,12,1,26,0.519230769
12,super featherweight,22,right-handed,7,1,2,10,0.8
12,heavyweight,37,right-handed,13,12,1,26,0.519230769
12,super bantamweight,26,right-handed,10,1,3,14,0.821428571
13,lightweight,32,right-handed,17,26,2,45,0.4
13,super bantamweight,20,right-handed,3,0,0,3,1
13,bantamweight,32,right-handed,11,12,1,24,0.479166667
13,super flyweight,32,right-handed,3,1,1,5,0.7
13,cruiserweight,31,right-handed,32,13,1,46,0.706521739
13,middleweight,26,right-handed,5,0,1,6,0.916666667
13,light heavyweight,27,right-handed,14,7,1,22,0.659090909
13,middleweight,21,right-handed,7,0,0,7,1
13,bantamweight,31,right-handed,9,8,0,17,0.529411765
13,super bantamweight,27,right-handed,8,0,1,9,0.944444444
13,bantamweight,24,right-handed,11,8,2,21,0.571428571
13,featherweight,25,right-handed,9,21,0,30,0.3
13,bantamweight,26,right-handed,5,2,3,10,0.65
13,heavyweight,32,right-handed,5,14,2,21,0.285714286
13,super lightweight,25,right-handed,10,1,1,12,0.875
13,middleweight,29,right-handed,15,3,0,18,0.833333333
13,super featherweight,24,right-handed,10,3,1,14,0.75
13,super bantamweight,28,right-handed,6,2,2,10,0.7
13,super lightweight,21,right-handed,4,0,0,4,1
13,featherweight,29,right-handed,5,3,2,10,0.6
13,welterweight,31,right-handed,23,2,0,25,0.92
13,light heavyweight,31,right-handed,30,9,1,40,0.7625
13,super featherweight,22,right-handed,6,1,0,7,0.857142857
13,lightweight,34,right-handed,7,11,1,19,0.394736842
13,super welterweight,21,right-handed,6,1,0,7,0.857142857
13,super flyweight,32,right-handed,9,1,1,11,0.863636364
13,super middleweight,24,right-handed,7,4,0,11,0.636363636
13,featherweight,24,right-handed,10,1,0,11,0.909090909
13,super lightweight,33,right-handed,23,6,0,29,0.793103448
13,lightweight,22,right-handed,9,2,0,11,0.818181818
13,middleweight,35,right-handed,12,0,0,12,1
13,light flyweight,37,right-handed,23,18,0,41,0.56097561
13,featherweight,27,right-handed,19,14,0,33,0.575757576
13,super lightweight,36,right-handed,12,12,3,27,0.5
13,super bantamweight,33,right-handed,30,12,1,43,0.709302326
13,lightweight,21,right-handed,6,0,0,6,1
13,super welterweight,19,right-handed,5,0,0,5,1
13,super lightweight,21,right-handed,6,3,0,9,0.666666667
13,welterweight,19,right-handed,8,0,0,8,1
13,super featherweight,19,right-handed,12,0,0,12,1
13,super welterweight,25,right-handed,9,0,0,9,1
13,super lightweight,30,right-handed,11,8,1,20,0.575
13,flyweight,22,right-handed,11,3,2,16,0.75
13,super middleweight,24,right-handed,7,0,0,7,1
13,featherweight,21,right-handed,4,0,0,4,1
13,middleweight,25,right-handed,5,0,0,5,1
13,light flyweight,27,right-handed,5,2,1,8,0.6875
13,flyweight,NA,right-handed,4,1,2,7,0.714285714
13,super lightweight,29,right-handed,9,7,0,16,0.5625
13,super middleweight,28,right-handed,3,0,0,3,1
13,super middleweight,30,right-handed,19,5,0,24,0.791666667
13,super middleweight,28,right-handed,10,0,0,10,1
13,featherweight,28,right-handed,15,7,0,22,0.681818182
13,super lightweight,30,right-handed,20,16,3,39,0.551282051
13,super bantamweight,29,right-handed,5,2,0,7,0.714285714
13,featherweight,22,right-handed,6,1,0,7,0.857142857
13,minimumweight,19,right-handed,7,1,1,9,0.833333333
13,super bantamweight,22,right-handed,7,1,0,8,0.875
13,flyweight,25,right-handed,6,4,0,10,0.6
13,heavyweight,38,right-handed,19,4,1,24,0.8125
13,light heavyweight,44,right-handed,44,10,1,55,0.809090909
13,flyweight,23,right-handed,7,5,0,12,0.583333333
13,super lightweight,26,right-handed,10,1,0,11,0.909090909
13,welterweight,32,right-handed,24,9,1,34,0.720588235
13,super flyweight,36,right-handed,17,15,0,32,0.53125
13,bantamweight,26,right-handed,16,13,3,32,0.546875
13,super lightweight,23,right-handed,5,0,0,5,1
13,heavyweight,35,right-handed,7,0,0,7,1
13,heavyweight,31,right-handed,10,6,0,16,0.625
13,cruiserweight,25,right-handed,7,0,0,7,1
13,super middleweight,41,right-handed,22,5,0,27,0.814814815
13,super middleweight,20,right-handed,8,1,1,10,0.85
13,welterweight,24,right-handed,9,1,1,11,0.863636364
13,cruiserweight,NA,right-handed,5,1,2,8,0.75
13,lightweight,29,right-handed,6,0,0,6,1
13,lightweight,28,right-handed,9,2,0,11,0.818181818
13,welterweight,19,right-handed,12,2,0,14,0.857142857
13,super welterweight,31,right-handed,5,0,0,5,1
13,super featherweight,24,right-handed,8,6,2,16,0.5625
13,light flyweight,23,right-handed,8,1,1,10,0.85
13,light flyweight,27,right-handed,16,1,1,18,0.916666667
13,lightweight,26,right-handed,13,11,0,24,0.541666667
13,middleweight,31,right-handed,19,15,0,34,0.558823529
13,super lightweight,22,right-handed,4,0,0,4,1
13,super flyweight,26,right-handed,9,1,1,11,0.863636364
13,featherweight,21,right-handed,7,0,0,7,1
13,flyweight,22,right-handed,7,3,0,10,0.7
13,super bantamweight,27,right-handed,6,0,0,6,1
13,cruiserweight,25,right-handed,6,0,0,6,1
13,welterweight,27,right-handed,8,4,1,13,0.653846154
13,light heavyweight,38,right-handed,27,17,2,46,0.608695652
13,lightweight,21,right-handed,9,0,0,9,1
13,super welterweight,29,right-handed,9,3,0,12,0.75
13,featherweight,22,right-handed,8,4,3,15,0.633333333
13,bantamweight,26,right-handed,11,5,0,16,0.6875
13,super middleweight,31,right-handed,12,1,0,13,0.923076923
13,lightweight,37,right-handed,40,19,3,62,0.669354839
13,lightweight,20,right-handed,9,0,0,9,1
13,super featherweight,29,right-handed,23,8,5,36,0.708333333
13,minimumweight,20,right-handed,6,3,1,10,0.65
13,minimumweight,30,right-handed,12,27,5,44,0.329545455
13,featherweight,32,right-handed,11,2,0,13,0.846153846
13,super bantamweight,35,right-handed,9,2,1,12,0.791666667
13,lightweight,31,right-handed,22,10,0,32,0.6875
13,super bantamweight,26,right-handed,8,1,0,9,0.888888889
13,welterweight,NA,right-handed,11,2,0,13,0.846153846
13,super lightweight,28,right-handed,11,5,2,18,0.666666667
13,super flyweight,23,right-handed,9,3,3,15,0.7
13,super flyweight,28,right-handed,5,3,0,8,0.625
13,cruiserweight,38,right-handed,10,7,0,17,0.588235294
13,super welterweight,33,right-handed,10,5,1,16,0.65625
13,super welterweight,25,right-handed,9,1,0,10,0.9
13,middleweight,23,right-handed,6,0,0,6,1
13,welterweight,26,right-handed,6,1,0,7,0.857142857
13,lightweight,32,right-handed,22,12,1,35,0.642857143
13,super middleweight,21,right-handed,7,0,0,7,1
13,super featherweight,32,right-handed,20,15,3,38,0.565789474
13,super welterweight,38,right-handed,22,13,2,37,0.621621622
13,middleweight,32,right-handed,10,1,1,12,0.875
13,super welterweight,27,right-handed,8,1,0,9,0.888888889
13,super welterweight,NA,right-handed,4,0,1,5,0.9
13,super featherweight,24,right-handed,5,2,0,7,0.714285714
13,featherweight,21,right-handed,8,2,0,10,0.8
13,super featherweight,29,right-handed,8,0,0,8,1
13,super welterweight,43,right-handed,10,2,1,13,0.807692308
13,middleweight,20,right-handed,12,1,0,13,0.923076923
13,super middleweight,36,right-handed,30,14,5,49,0.663265306
13,light heavyweight,28,right-handed,19,4,0,23,0.826086957
13,lightweight,20,right-handed,5,0,0,5,1
13,super middleweight,26,right-handed,13,5,0,18,0.722222222
13,super bantamweight,23,right-handed,12,4,2,18,0.722222222
13,super flyweight,21,right-handed,12,6,1,19,0.657894737
13,flyweight,22,right-handed,13,5,0,18,0.722222222
13,heavyweight,23,right-handed,4,0,0,4,1
13,super bantamweight,29,right-handed,12,7,2,21,0.619047619
13,featherweight,23,right-handed,8,0,0,8,1
13,super flyweight,29,right-handed,12,7,1,20,0.625
13,super featherweight,27,right-handed,9,1,1,11,0.863636364
13,super lightweight,24,right-handed,9,0,0,9,1
13,featherweight,33,right-handed,15,10,0,25,0.6
13,super welterweight,23,right-handed,5,0,0,5,1
13,flyweight,25,right-handed,11,10,1,22,0.522727273
13,super welterweight,34,right-handed,25,5,0,30,0.833333333
13,super middleweight,26,right-handed,11,2,0,13,0.846153846
13,welterweight,27,right-handed,11,3,3,17,0.735294118
13,lightweight,24,right-handed,13,9,0,22,0.590909091
13,featherweight,32,right-handed,13,2,0,15,0.866666667
13,welterweight,30,right-handed,21,7,2,30,0.733333333
13,super lightweight,23,right-handed,8,0,1,9,0.944444444
13,super featherweight,22,right-handed,5,0,0,5,1
14,super lightweight,28,right-handed,6,0,1,7,0.928571429
14,super welterweight,26,right-handed,15,5,2,22,0.727272727
14,welterweight,30,right-handed,9,7,1,17,0.558823529
14,super middleweight,29,right-handed,8,2,1,11,0.772727273
14,super featherweight,33,right-handed,14,11,0,25,0.56
14,super flyweight,22,right-handed,6,1,0,7,0.857142857
14,super welterweight,30,right-handed,12,0,1,13,0.961538462
14,super middleweight,47,right-handed,30,10,0,40,0.75
14,middleweight,34,right-handed,6,0,1,7,0.928571429
14,welterweight,27,right-handed,5,8,0,13,0.384615385
14,welterweight,25,right-handed,5,0,0,5,1
14,featherweight,31,right-handed,20,7,0,27,0.740740741
14,super lightweight,28,right-handed,9,5,0,14,0.642857143
14,super flyweight,22,right-handed,12,4,0,16,0.75
14,middleweight,34,right-handed,6,14,2,22,0.318181818
14,light flyweight,25,right-handed,13,8,2,23,0.608695652
14,lightweight,29,right-handed,11,10,4,25,0.52
14,flyweight,29,right-handed,10,1,1,12,0.875
14,lightweight,29,right-handed,5,0,0,5,1
14,lightweight,29,right-handed,5,2,1,8,0.6875
14,light heavyweight,28,right-handed,6,0,0,6,1
14,featherweight,26,right-handed,6,0,0,6,1
14,middleweight,24,right-handed,15,3,0,18,0.833333333
14,middleweight,20,right-handed,6,0,0,6,1
14,flyweight,32,right-handed,6,2,2,10,0.7
14,light heavyweight,25,right-handed,5,0,1,6,0.916666667
14,bantamweight,24,right-handed,7,5,0,12,0.583333333
14,flyweight,30,right-handed,24,4,0,28,0.857142857
14,lightweight,27,right-handed,9,1,0,10,0.9
14,middleweight,27,right-handed,6,0,0,6,1
14,welterweight,25,right-handed,3,4,1,8,0.4375
14,welterweight,28,right-handed,16,3,1,20,0.825
14,heavyweight,33,right-handed,17,6,0,23,0.739130435
14,heavyweight,30,right-handed,16,4,0,20,0.8
14,light flyweight,23,right-handed,12,2,0,14,0.857142857
13,light heavyweight,24,right-handed,7,0,0,7,1
13,super flyweight,19,right-handed,11,0,0,11,1
13,welterweight,31,right-handed,9,5,1,15,0.633333333
13,cruiserweight,29,right-handed,6,0,0,6,1
13,super lightweight,20,right-handed,6,0,0,6,1
13,welterweight,25,right-handed,7,1,0,8,0.875
13,light flyweight,19,right-handed,12,0,1,13,0.961538462
